feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
27.32,29.0,B,1285.25,No,2,3.26,1
31.25,50.0,C,1257.35,Yes,1,19.25,0
26.5,,B,384.57,No,3,,0
25.17,98.0,A,922.78,No,4,3.64,0
27.88,28.0,C,779.75,Yes,9,48.46,1
32.86,55.0,B,1534.55,Yes,1,31.69,0
21.98,,A,447.52,No,7,18.89,0
31.56,31.0,B,769.74,Yes,5,8.68,0
,,C,1007.05,Yes,7,,0
31.65,78.0,C,959.44,No,5,0.95,0
26.04,28.0,B,,Yes,9,0.38,1
32.29,,A,1035.12,No,5,27.3,0
27.76,87.0,A,708.23,Yes,1,25.3,1
32.48,52.0,C,1200.72,Yes,2,6.7,0
38.72,44.0,A,908.92,No,6,4.54,0
29.67,63.0,B,886.88,Yes,5,23.66,1
27.05,21.0,B,917.23,Yes,2,12.88,0
26.66,78.0,C,527.9,No,8,,1
38.48,32.0,C,1010.98,No,9,26.98,0
23.74,80.0,B,952.04,No,9,2.74,0
29.83,70.0,B,1219.79,Yes,4,8.85,0
34.61,41.0,A,820.11,No,3,40.05,1
21.85,96.0,C,1197.45,Yes,5,14.87,1
30.28,46.0,B,835.86,Yes,9,24.59,0
28.49,1.0,A,810.04,No,5,16.73,0
31.13,76.0,A,1248.73,No,2,11.03,0
26.89,55.0,C,1075.78,No,9,23.55,1
,37.0,B,1123.83,Yes,9,88.89,0
27.99,35.0,C,796.24,No,1,,1
29.27,51.0,A,1183.47,Yes,1,8.4,0
35.52,91.0,C,1692.87,Yes,4,7.52,0
31.91,38.0,C,925.25,No,7,1.72,0
26.7,37.0,B,1867.62,Yes,3,11.59,1
31.77,76.0,C,1101.06,No,2,76.5,0
30.2,49.0,B,825.55,Yes,8,9.99,1
34.25,9.0,A,583.06,No,6,20.45,0
30.61,61.0,C,1333.93,No,8,40.17,0
27.5,31.0,B,914.78,No,1,9.44,1
30.77,,C,1330.2,Yes,1,,1
32.11,,A,585.09,No,1,24.09,1
29.05,82.0,A,462.25,Yes,5,22.55,1
30.42,10.0,B,965.44,Yes,8,1.56,1
33.3,69.0,B,789.97,No,6,23.15,0
28.06,60.0,A,1680.41,Yes,2,9.69,0
19.2,27.0,A,1445.27,No,4,2.2,1
28.59,69.0,B,616.52,Yes,4,6.06,1
32.78,67.0,C,531.13,No,4,6.39,0
29.3,66.0,B,718.65,Yes,4,29.87,1
25.74,55.0,C,1096.63,Yes,8,2.91,1
35.51,65.0,B,1240.05,No,5,86.63,1
37.04,6.0,C,840.17,No,7,113.4,0
40.21,,B,772.9,No,2,0.33,1
34.15,22.0,B,1146.24,Yes,3,11.7,1
25.95,46.0,B,850.79,No,7,4.62,0
35.42,60.0,A,1122.01,Yes,7,13.84,0
34.36,45.0,C,706.08,Yes,4,5.88,0
34.54,29.0,C,898.1,No,9,,1
30.09,49.0,A,902.52,No,5,9.4,0
21.38,94.0,B,1306.66,No,1,0.42,0
33.52,16.0,A,694.85,No,2,3.15,1
27.69,46.0,C,995.84,Yes,2,8.49,0
28.41,2.0,A,845.04,Yes,5,9.68,1
30.76,47.0,C,893.36,Yes,1,1.91,0
26.06,34.0,A,710.05,Yes,7,11.24,0
29.2,18.0,A,1229.41,Yes,2,22.58,0
26.15,60.0,B,920.59,No,6,35.62,0
26.33,13.0,B,875.22,No,5,31.47,0
28.76,94.0,B,874.82,No,4,8.99,0
23.44,49.0,C,1245.0,No,3,24.84,0
27.84,33.0,C,599.91,No,1,3.93,0
24.05,42.0,C,916.22,No,6,29.99,1
37.17,48.0,B,1334.96,Yes,9,5.4,1
32.79,36.0,B,1072.33,Yes,9,14.82,0
35.27,38.0,A,674.2,No,7,19.22,1
34.65,88.0,A,,No,4,,0
30.71,56.0,B,1311.91,Yes,4,13.41,0
25.01,79.0,B,1284.77,No,4,12.5,1
29.14,19.0,A,1304.32,No,9,118.5,1
20.16,91.0,C,560.03,No,6,15.58,0
38.32,70.0,A,998.25,No,6,1.22,1
19.21,11.0,A,566.66,No,2,15.0,0
24.74,45.0,A,1118.62,No,8,9.66,0
23.19,99.0,B,8875.800000000001,Yes,1,4.44,1
27.34,10.0,A,1152.35,Yes,2,21.42,0
22.25,42.0,C,950.65,No,7,3.89,1
28.75,43.0,A,915.55,Yes,6,20.32,0
31.2,22.0,B,824.91,Yes,7,13.26,1
26.92,92.0,A,1117.89,No,8,9.16,0
40.28,95.0,A,1147.19,No,5,11.84,0
13.89,39.0,B,1174.53,No,3,31.68,0
29.4,23.0,A,1502.03,Yes,4,,1
30.64,67.0,A,779.67,Yes,5,,1
22.29,35.0,B,676.52,Yes,4,2.65,0
28.59,45.0,B,1232.85,No,6,5.99,0
35.35,66.0,C,596.47,No,3,30.46,0
25.06,72.0,B,871.24,Yes,3,1.82,1
29.44,0.0,B,741.23,No,8,15.73,0
33.79,37.0,B,796.28,No,9,5.16,0
35.91,44.0,B,715.35,No,7,,0
33.53,24.0,B,1143.05,Yes,2,11.16,0
27.46,,A,1079.7,Yes,4,2.09,1
35.58,92.0,A,1230.71,Yes,3,26.73,1
33.77,79.0,C,971.89,Yes,1,24.27,0
25.64,13.0,C,805.63,Yes,2,,1
22.76,26.0,B,1166.18,Yes,6,34.32,1
30.11,97.0,B,1190.26,No,5,0.83,0
28.41,48.0,A,768.72,Yes,4,25.03,0
32.4,58.0,C,1176.76,No,8,4.4,1
29.9,34.0,C,1393.53,Yes,6,4.58,1
28.64,59.0,C,,Yes,2,48.36,1
27.8,26.0,C,1224.17,No,7,11.97,0
34.55,47.0,B,1136.32,No,4,0.28,1
27.74,97.0,C,788.09,Yes,5,1.01,1
32.23,13.0,C,924.22,Yes,1,35.13,0
35.23,22.0,B,994.06,No,4,11.84,1
30.41,80.0,B,965.27,Yes,8,,0
,70.0,A,988.02,Yes,1,8.93,0
30.08,86.0,B,1298.85,Yes,5,28.15,1
22.85,44.0,A,881.72,Yes,6,18.91,0
25.21,82.0,A,1062.08,Yes,2,3.51,0
18.92,9.0,A,1113.63,No,5,46.86,0
40.21,63.0,A,899.2,No,4,6.49,0
30.17,12.0,A,1015.82,Yes,8,24.08,1
23.5,57.0,B,882.21,No,4,50.52,0
29.57,47.0,B,881.6,Yes,7,10.25,1
28.6,72.0,B,1457.08,Yes,8,38.55,1
27.41,,B,459.71,No,6,1.97,0
29.2,54.0,A,709.41,No,1,0.24,0
29.34,77.0,A,1330.8,Yes,4,21.44,1
35.49,6.0,C,886.75,Yes,8,9.92,1
27.17,67.0,A,1155.97,Yes,7,17.84,1
24.43,20.0,C,716.65,No,8,24.58,0
22.07,88.0,C,1008.03,Yes,1,11.09,0
25.07,41.0,A,1078.88,No,4,20.1,1
27.8,11.0,C,1210.38,No,6,15.7,0
,99.0,B,1134.43,Yes,1,17.11,0
32.93,76.0,C,928.81,No,9,30.28,1
35.06,19.0,A,998.18,No,9,8.73,1
26.0,88.0,A,1477.85,Yes,4,0.26,1
32.25,55.0,C,1284.13,No,4,20.27,0
25.57,87.0,A,1243.85,Yes,7,12.45,1
37.3,43.0,C,752.99,Yes,5,9.64,0
27.55,15.0,A,1043.22,No,5,76.91,1
28.18,36.0,B,715.22,Yes,6,2.64,1
34.52,6.0,A,1115.22,No,3,3.24,1
26.2,37.0,C,1105.61,No,4,1.05,0
32.17,58.0,B,1309.72,No,5,16.3,1
29.5,24.0,C,,No,2,0.14,1
29.52,96.0,B,1019.3,Yes,6,25.03,1
27.17,11.0,B,952.19,Yes,1,11.64,0
,35.0,B,1260.31,No,6,8.73,0
35.39,82.0,B,1550.78,No,3,9.2,0
28.04,87.0,C,801.76,Yes,9,,0
27.56,68.0,B,661.12,No,4,13.83,0
35.54,80.0,B,1112.37,No,2,148.86,1
38.48,19.0,A,1535.46,Yes,6,17.1,0
32.37,33.0,B,811.17,Yes,7,5.74,0
33.06,44.0,A,,Yes,3,38.08,0
22.34,20.0,A,1451.04,Yes,4,97.1,1
24.37,65.0,C,1121.02,Yes,3,1.19,1
29.85,28.0,B,1206.34,Yes,8,2.64,0
23.17,30.0,A,801.51,Yes,8,31.79,1
31.25,89.0,B,1298.16,No,9,10.45,0
28.79,43.0,B,971.14,Yes,4,3.42,1
28.65,82.0,A,1172.84,Yes,2,6.67,0
26.88,58.0,C,926.13,No,8,5.36,0
31.78,83.0,A,644.25,Yes,6,12.06,0
35.53,78.0,B,1201.26,Yes,2,15.29,0
26.03,11.0,B,710.02,Yes,5,6.02,0
28.51,32.0,A,916.54,No,5,10.31,1
24.1,84.0,A,819.16,Yes,1,3.19,1
22.56,21.0,B,1318.8,No,8,,0
33.63,19.0,B,1245.71,No,5,3.69,0
20.81,99.0,B,1447.08,No,3,22.01,1
21.82,30.0,C,763.22,No,4,26.36,1
32.94,42.0,B,717.41,Yes,7,61.28,1
29.55,78.0,B,959.87,Yes,5,,1
31.7,5.0,B,371.77,Yes,5,23.47,0
30.46,3.0,C,1135.4,Yes,4,4.96,0
37.35,40.0,C,823.16,No,7,82.44,0
32.62,12.0,A,1402.74,Yes,8,42.59,1
33.21,12.0,B,1243.44,Yes,7,47.92,0
33.58,84.0,C,1161.7,Yes,7,46.0,1
26.33,90.0,B,983.82,No,5,38.71,0
25.74,0.0,C,951.58,Yes,9,30.32,1
26.72,65.0,C,919.51,No,9,7.99,0
39.15,29.0,C,1145.45,Yes,5,12.21,1
30.15,43.0,C,367.45,Yes,2,14.68,0
22.78,25.0,B,3644.5,No,4,14.65,1
30.68,44.0,B,1033.46,Yes,6,,0
27.25,97.0,B,910.19,No,8,13.68,0
,80.0,A,1080.44,Yes,8,77.76,1
33.95,14.0,A,707.28,Yes,1,32.41,1
31.15,1.0,B,1115.2,Yes,4,9.11,1
29.1,40.0,B,871.74,Yes,5,52.71,1
25.38,37.0,B,860.0,Yes,8,14.25,1
37.01,86.0,A,988.04,Yes,7,10.9,0
28.83,61.0,C,956.55,Yes,4,35.92,1
30.73,14.0,B,928.84,Yes,2,,1
38.24,35.0,B,1198.75,No,2,10.34,0
29.25,75.0,A,811.37,Yes,8,7.78,1
25.21,52.0,A,940.19,Yes,5,1.61,0
23.17,9.0,C,1269.46,Yes,4,49.32,0
39.88,24.0,A,777.42,No,4,2.01,0
40.48,75.0,C,1273.96,Yes,2,9.38,0
23.8,80.0,C,820.33,Yes,7,5.71,0
26.89,81.0,A,1029.72,Yes,1,15.08,1
32.61,18.0,A,921.21,No,8,10.63,1
25.48,34.0,B,560.56,No,9,0.06,1
27.26,7.0,C,,No,6,7.37,0
36.59,77.0,C,1082.33,No,9,2.47,0
32.11,19.0,A,694.19,Yes,8,12.31,1
36.51,81.0,C,589.36,No,1,2.34,1
26.09,47.0,C,556.32,Yes,3,4.04,1
33.22,,A,1037.5,Yes,2,32.09,1
30.51,71.0,C,499.13,No,8,7.6,0
28.56,,B,542.31,No,8,41.91,1
35.93,,A,1145.61,Yes,7,28.39,1
31.24,2.0,C,817.48,No,2,5.75,1
31.88,59.0,A,1299.62,Yes,9,24.65,0
43.72,40.0,C,,Yes,3,5.42,1
28.39,16.0,C,1296.99,No,7,,1
27.63,65.0,C,569.99,Yes,4,7.96,0
32.74,89.0,C,754.02,Yes,9,31.91,0
31.73,43.0,C,909.16,Yes,2,,0
28.24,31.0,A,541.35,No,7,,1
33.53,21.0,A,1000.28,No,7,4.58,1
24.31,65.0,A,1383.0,No,5,14.22,0
38.95,87.0,B,1031.03,No,2,8.62,0
24.32,1.0,B,861.36,No,5,6.15,1
31.06,53.0,B,863.58,Yes,9,31.61,1
27.9,78.0,B,1164.3,No,6,14.49,1
32.39,58.0,A,1224.92,No,9,9.69,0
31.94,5.0,A,647.49,Yes,2,2.98,0
35.87,18.0,A,569.59,Yes,7,77.79,0
33.38,0.0,A,1284.67,Yes,1,11.45,1
,77.0,C,709.3,No,7,0.27,0
26.49,84.0,A,538.56,Yes,5,10.53,0
39.76,52.0,A,945.12,Yes,3,42.16,0
23.27,61.0,C,518.11,Yes,8,27.98,0
29.98,55.0,A,1333.71,No,2,1.71,1
27.53,51.0,B,1476.52,No,7,18.88,1
27.33,94.0,B,283.59,Yes,3,12.1,1
35.54,28.0,C,1149.34,No,4,31.03,1
26.79,22.0,B,1101.23,Yes,9,10.49,1
23.84,21.0,B,936.63,Yes,3,36.15,0
32.16,10.0,A,,Yes,6,42.07,1
23.14,11.0,B,1026.01,Yes,5,3.12,1
30.57,58.0,B,1059.2,Yes,8,3.75,1
22.95,27.0,C,,No,7,1.31,0
21.03,35.0,B,1009.29,Yes,2,8.96,0
48.01,22.0,A,1259.63,No,6,3.16,0
27.51,58.0,B,1015.82,Yes,7,37.59,1
29.4,64.0,B,1163.47,No,9,15.96,0
28.53,61.0,B,775.33,Yes,4,39.61,0
31.76,27.0,A,1463.27,No,6,4.06,0
33.97,60.0,C,917.63,No,9,15.49,0
26.53,11.0,B,513.45,No,5,,1
26.91,79.0,B,,No,7,54.46,0
27.03,13.0,A,786.46,No,8,14.31,0
31.2,57.0,B,1015.27,No,4,54.33,0
24.88,56.0,B,1069.73,No,1,28.42,0
,31.0,A,585.54,No,1,22.13,0
32.56,46.0,A,,No,4,0.95,1
29.27,78.0,A,599.46,No,1,15.79,0
37.79,27.0,B,825.34,No,9,1.23,1
28.97,18.0,C,1135.35,No,9,18.24,0
34.3,34.0,C,1281.91,Yes,7,9.38,1
20.01,37.0,B,1094.44,Yes,5,4.06,1
28.19,96.0,A,1298.7,No,7,10.13,0
35.16,77.0,A,1251.84,No,8,32.59,0
38.97,21.0,A,1028.85,Yes,7,7.22,1
27.05,69.0,B,779.74,Yes,8,7.63,1
37.18,94.0,A,532.51,No,7,23.53,0
22.76,85.0,C,1722.68,Yes,3,3.31,0
29.25,47.0,B,1083.01,Yes,9,20.52,0
28.79,95.0,C,1095.84,No,3,8.98,1
30.69,93.0,A,1246.94,Yes,1,39.18,1
30.84,39.0,C,1107.91,No,6,30.75,0
37.16,37.0,A,,No,4,18.65,0
28.33,4.0,C,578.28,No,9,18.59,0
24.42,87.0,C,,Yes,2,8.33,1
28.23,30.0,B,658.27,No,4,0.96,0
,11.0,C,414.59,Yes,7,2.43,0
,42.0,B,979.31,Yes,2,5.85,1
26.5,,B,1600.64,No,3,22.05,0
30.64,74.0,C,693.34,No,2,78.59,1
29.76,55.0,C,,No,1,3.47,0
34.24,64.0,A,625.44,No,1,33.58,1
31.26,34.0,B,1049.18,No,9,6.03,1
32.78,52.0,B,,Yes,2,1.76,1
22.22,64.0,C,582.06,No,2,20.64,0
16.29,24.0,B,1017.9,No,5,18.4,0
32.43,19.0,C,765.19,Yes,2,7.06,0
,35.0,B,1449.79,Yes,7,31.34,1
25.86,25.0,A,1152.22,No,3,6.21,0
35.14,72.0,B,1526.41,Yes,2,31.54,0
20.1,90.0,C,742.25,No,1,11.61,1
27.17,35.0,C,,Yes,5,21.95,1
31.3,35.0,C,745.35,Yes,7,1.57,1
34.54,63.0,A,1003.82,Yes,7,25.83,0
31.12,1.0,A,1265.27,Yes,8,12.14,0
34.43,10.0,B,897.15,Yes,3,11.77,1
19.56,5.0,C,1035.53,No,5,11.85,0
36.2,53.0,A,897.51,Yes,9,33.67,1
29.29,66.0,A,756.9,No,2,8.65,0
31.29,88.0,C,1157.25,No,2,7.38,1
28.66,18.0,C,942.96,No,2,30.7,0
30.8,68.0,A,733.37,Yes,7,15.82,0
36.59,90.0,A,1276.99,Yes,6,16.01,1
26.86,21.0,A,1167.29,Yes,6,0.38,0
31.22,2.0,A,1212.55,No,8,0.53,1
30.55,72.0,A,1066.46,Yes,4,60.31,0
34.99,88.0,A,1243.82,No,8,2.2,0
27.43,39.0,A,812.44,Yes,8,10.8,1
26.81,59.0,B,712.65,No,4,21.9,1
30.54,62.0,A,1158.47,No,4,6.62,1
28.34,72.0,C,837.38,No,3,8.87,0
33.02,41.0,B,1087.43,No,1,5.3,0
43.35,78.0,B,1146.75,No,8,8.38,0
30.36,69.0,C,1004.05,No,3,26.11,1
30.27,60.0,B,747.12,No,9,11.27,1
28.02,35.0,C,1045.9,Yes,2,3.21,0
,,A,770.19,Yes,9,267.0,1
34.11,8.0,A,1290.34,No,9,17.79,0
33.41,99.0,C,1132.65,Yes,7,3.16,0
30.64,73.0,C,,Yes,7,3.95,0
33.88,12.0,B,1171.33,No,7,11.26,0
29.38,65.0,B,1224.52,Yes,9,,0
17.36,57.0,C,1073.77,Yes,5,15.47,0
32.42,83.0,A,,Yes,6,5.46,0
32.48,52.0,C,12007.2,Yes,2,6.7,0
33.78,23.0,B,531.86,No,2,,0
32.79,38.0,C,657.04,No,5,7.03,1
25.52,,B,1660.92,Yes,9,15.28,0
40.85,99.0,A,743.52,Yes,4,0.22,1
38.67,88.0,C,511.72,No,6,68.52,1
24.87,44.0,B,1195.96,Yes,8,29.16,0
30.83,57.0,A,816.46,No,6,13.18,1
28.56,21.0,B,1031.99,Yes,9,68.37,0
34.16,21.0,A,710.36,Yes,3,2.56,0
39.48,11.0,B,1679.65,No,1,52.45,1
28.85,56.0,C,855.65,Yes,2,98.25,1
27.62,62.0,B,964.14,Yes,5,15.26,0
30.95,64.0,A,825.88,No,5,57.72,1
26.01,52.0,C,967.67,Yes,3,13.73,1
29.07,45.0,A,974.16,No,4,36.93,1
37.56,16.0,A,,No,7,21.58,1
28.1,71.0,A,1337.5,Yes,9,28.97,0
27.12,20.0,A,1068.03,No,5,30.59,1
21.16,42.0,C,727.27,No,1,3.41,1
44.17,34.0,C,659.09,Yes,5,0.82,0
35.38,58.0,C,757.32,Yes,6,0.88,0
27.94,78.0,C,718.23,No,3,11.33,0
34.4,,C,641.11,No,3,87.26,0
28.67,90.0,B,1216.34,Yes,8,28.42,1
26.5,41.0,A,,No,9,25.61,1
27.54,,A,854.55,Yes,6,23.62,1
,18.0,C,1049.17,No,3,35.46,0
33.48,22.0,A,837.58,No,4,,1
32.09,99.0,C,644.51,No,8,4.0,0
33.73,22.0,B,425.1,No,8,7.86,0
,22.0,C,726.46,Yes,6,28.94,1
32.58,75.0,A,,Yes,1,25.37,0
32.26,34.0,A,316.74,Yes,5,0.75,0
16.95,18.0,C,1009.84,No,9,,1
27.49,14.0,B,833.77,No,8,26.88,0
24.47,,A,998.39,No,8,8.89,0
28.79,76.0,B,1524.77,Yes,2,0.47,0
32.09,9.0,C,989.41,No,8,5.08,0
27.98,88.0,B,1041.42,Yes,2,13.96,0
35.72,9.0,C,1113.99,No,9,4.79,1
31.53,27.0,A,951.28,No,1,34.41,1
30.35,84.0,C,742.0,No,4,6.15,0
39.23,33.0,C,1356.51,No,8,21.52,0
31.52,36.0,C,507.96,No,7,30.45,0
34.76,29.0,C,1051.95,No,5,1.84,0
30.8,35.0,C,1611.31,Yes,6,18.42,0
36.03,99.0,C,1152.66,No,3,3.71,0
31.51,86.0,B,1107.84,Yes,8,12.82,0
37.12,,A,1037.71,No,4,74.77,1
31.31,15.0,B,1320.81,Yes,6,1.29,1
36.34,27.0,B,1277.69,No,4,1.97,0
18.64,32.0,B,1066.29,Yes,8,33.18,0
29.58,28.0,B,1551.65,No,4,1.95,1
32.77,93.0,B,1031.45,No,4,21.0,1
31.28,91.0,A,1386.36,No,7,61.99,0
31.59,88.0,A,1362.59,Yes,6,60.29,1
33.57,60.0,B,1839.44,No,5,2.79,0
33.24,6.0,C,766.06,No,3,2.51,0
29.99,79.0,C,1261.41,Yes,6,24.75,0
24.32,82.0,A,960.39,Yes,3,12.4,1
31.9,41.0,C,1239.64,Yes,2,0.38,0
30.3,73.0,C,1365.76,Yes,5,3.67,0
28.0,22.0,B,919.97,Yes,2,14.75,1
33.29,12.0,A,847.54,No,3,45.75,0
36.51,42.0,C,835.04,Yes,8,28.59,1
30.52,81.0,B,1060.19,Yes,2,9.84,0
21.26,82.0,C,971.25,No,1,64.33,0
21.23,60.0,A,1111.09,No,6,10.31,0
26.4,65.0,A,1182.14,No,5,51.84,1
24.4,83.0,B,528.08,Yes,1,0.21,0
28.21,35.0,C,1322.56,Yes,8,37.84,0
24.79,7.0,C,944.04,Yes,5,5.65,0
39.94,80.0,B,1101.94,No,9,0.57,0
31.12,68.0,C,42.87,Yes,9,21.26,1
31.5,12.0,B,,Yes,7,36.67,1
19.67,23.0,C,1265.8,Yes,6,23.47,0
30.89,2.0,A,455.23,No,9,2.61,0
30.82,72.0,A,,Yes,3,25.61,0
34.31,40.0,C,851.71,No,4,8.87,1
29.7,60.0,C,1115.74,No,1,23.72,0
29.68,73.0,C,832.08,No,4,33.9,1
29.31,11.0,B,1114.79,No,9,14.4,1
25.09,75.0,C,637.73,Yes,8,1.88,0
22.15,56.0,A,1211.54,No,2,91.25,0
32.58,99.0,C,1027.88,Yes,9,5.26,0
33.39,19.0,B,1143.96,Yes,8,13.16,0
28.18,75.0,A,1004.69,Yes,2,10.97,1
32.41,96.0,A,946.85,No,8,49.06,0
29.57,35.0,C,1301.91,Yes,7,37.78,1
32.0,89.0,B,977.57,Yes,6,35.34,0
26.27,68.0,B,359.18,No,1,3.19,1
35.39,53.0,A,948.4,Yes,4,,0
30.74,29.0,B,1326.34,Yes,5,18.34,0
31.13,92.0,C,754.06,No,3,3.79,0
26.0,98.0,A,883.58,No,6,1.71,0
32.2,72.0,C,1079.2,No,1,10.89,1
33.12,41.0,C,1080.24,No,9,46.37,0
28.85,64.0,C,990.71,No,2,5.86,0
28.51,88.0,B,666.82,Yes,5,11.69,1
34.41,24.0,C,1247.51,Yes,6,0.26,0
34.85,7.0,C,1065.51,No,7,54.82,0
31.88,88.0,B,1128.84,Yes,7,15.21,0
25.24,93.0,C,894.76,Yes,8,18.92,0
33.12,81.0,B,992.51,No,6,15.19,0
30.71,24.0,A,693.03,No,5,45.23,0
31.2,46.0,C,,Yes,4,22.06,1
28.19,21.0,C,821.79,Yes,7,46.02,0
46.89,41.0,A,866.39,Yes,8,39.51,1
32.22,,B,728.02,No,5,0.28,1
26.31,59.0,C,1068.91,No,1,39.08,0
25.55,36.0,B,622.95,Yes,8,28.72,0
26.58,61.0,A,1223.95,Yes,1,38.69,0
30.44,30.0,C,,Yes,6,50.88,1
40.57,23.0,B,788.89,No,5,13.33,1
30.29,73.0,B,452.29,No,4,35.06,1
26.32,89.0,C,,No,6,5.43,0
30.68,36.0,C,1328.01,Yes,8,41.41,0
30.91,5.0,C,,Yes,3,15.05,0
33.66,66.0,C,1191.66,Yes,7,1.54,1
26.19,42.0,A,1054.91,No,6,49.59,0
24.7,87.0,B,891.51,Yes,6,21.74,0
30.51,39.0,B,722.16,No,9,35.67,0
34.74,78.0,B,1122.08,Yes,9,43.64,0
38.53,55.0,B,1104.63,Yes,6,16.47,0
28.1,35.0,A,1614.89,No,6,,0
24.51,10.0,B,1375.66,No,4,34.17,1
,42.0,C,1097.21,Yes,9,10.88,0
22.46,,A,947.4,No,9,0.33,0
26.79,20.0,C,1087.08,Yes,2,4.44,1
32.07,70.0,A,392.86,Yes,4,45.36,1
29.72,94.0,C,521.68,Yes,2,27.63,0
35.52,89.0,B,734.31,Yes,6,13.24,0
21.34,5.0,B,,No,4,350.25,0
36.49,33.0,B,554.97,Yes,7,18.91,0
27.5,60.0,A,750.38,No,5,36.08,0
15.29,41.0,B,1383.17,No,1,0.63,1
32.53,29.0,B,1069.06,No,3,1294.65,1
38.32,25.0,B,500.83,No,3,12.94,0
23.6,73.0,A,910.27,No,5,21.74,1
23.91,12.0,A,575.61,No,4,1.02,0
28.0,,C,1198.64,No,9,10.06,0
31.8,57.0,B,806.24,No,7,1.3,0
30.82,55.0,C,1295.28,Yes,3,4.81,0
28.32,30.0,A,1407.01,Yes,9,40.44,1
27.05,,A,1142.32,No,5,11.52,1
32.26,34.0,C,1034.98,No,5,17.66,0
,44.0,A,685.34,Yes,2,127.56,0
30.87,35.0,A,1098.58,Yes,3,9.38,0
30.7,32.0,B,682.17,No,9,40.88,0
35.15,20.0,C,1532.24,Yes,9,16.5,0
36.92,3.0,C,758.3,Yes,5,17.62,0
24.74,39.0,C,1329.01,No,5,12.83,0
30.02,45.0,B,974.86,No,3,17.61,1
36.55,80.0,A,1194.03,No,4,7.73,0
33.46,69.0,C,1499.07,No,6,47.15,1
29.2,93.0,A,843.23,Yes,5,52.6,0
29.25,63.0,B,1571.78,Yes,1,8.57,0
29.93,84.0,A,1229.93,Yes,5,17.23,0
27.53,96.0,C,800.44,Yes,8,42.93,1
42.86,55.0,C,1200.21,Yes,8,4.6,0
,17.0,C,718.56,Yes,1,13.75,0
25.44,20.0,A,1027.21,No,8,19.2,0
28.29,61.0,C,940.75,Yes,7,5.49,0
30.01,24.0,A,591.25,Yes,7,33.61,0
32.59,44.0,B,885.22,No,2,34.88,1
28.66,87.0,C,813.5,No,3,0.55,1
32.01,40.0,A,,No,1,,0
30.73,4.0,A,313.78,No,1,1.72,0
34.37,91.0,B,650.93,No,1,20.45,1
27.57,17.0,A,714.79,No,6,24.0,1
,50.0,C,705.01,Yes,1,47.53,1
28.27,55.0,A,1059.49,Yes,1,5.83,0
20.53,35.0,C,1327.81,Yes,4,51.85,1
28.01,43.0,B,708.3,Yes,2,43.1,0
36.43,89.0,B,922.33,Yes,5,6.92,0
33.51,53.0,A,402.92,No,4,22.51,1
33.4,63.0,C,957.77,Yes,5,19.23,1
35.64,38.0,C,974.02,Yes,8,17.21,0
31.56,10.0,B,,No,4,1.6,1
33.02,91.0,A,1364.75,No,8,0.49,0
31.69,95.0,B,1522.53,Yes,5,6.26,0
29.56,90.0,C,1116.49,Yes,6,19.87,0
32.6,85.0,A,912.23,Yes,3,14.41,0
32.95,53.0,A,1306.16,Yes,4,1.58,0
22.92,3.0,B,845.83,No,3,0.56,1
30.65,47.0,C,898.68,No,5,5.65,0
,95.0,A,1383.81,No,5,3.97,1
36.98,73.0,B,863.43,Yes,3,1.26,1
30.15,54.0,C,1191.28,No,4,12.56,1
34.47,33.0,C,1049.44,No,2,9.08,1
33.19,45.0,C,1192.77,No,3,9.98,1
28.84,54.0,C,1032.49,No,5,1.46,0
31.99,56.0,A,1258.05,No,1,49.27,0
29.88,85.0,A,759.8,No,9,78.44,0
21.63,61.0,B,595.23,Yes,8,14.74,0
27.72,20.0,A,596.13,No,3,45.74,0
30.5,26.0,C,892.56,No,7,22.38,0
26.98,22.0,C,941.49,Yes,7,,0
21.0,,C,1034.01,No,4,99.9,1
34.44,21.0,A,845.53,No,5,29.49,1
29.74,63.0,C,433.16,Yes,1,2.0,0
29.91,82.0,C,1041.04,Yes,4,13.91,0
36.86,33.0,C,801.93,Yes,4,8.49,0
,62.0,B,715.49,No,3,18.28,1
28.28,66.0,A,13858.5,Yes,7,12.15,1
21.57,22.0,A,710.0,Yes,3,0.18,1
40.26,2.0,C,1209.77,No,6,0.83,0
29.64,66.0,A,1229.28,No,4,,1
25.38,,A,1423.28,No,3,12.93,0
25.39,53.0,B,581.12,No,5,17.0,0
20.92,46.0,B,1385.22,No,5,12.69,1
37.28,41.0,A,,Yes,5,20.6,1
31.13,58.0,C,689.17,Yes,2,15.99,0
30.44,47.0,C,1155.66,No,6,7.6,0
19.84,55.0,A,670.68,Yes,6,27.69,0
32.86,0.0,B,919.11,Yes,6,27.66,0
25.23,76.0,C,,No,1,13.9,0
36.75,47.0,A,1433.33,No,3,8.6,1
28.47,48.0,C,1172.71,Yes,3,2.13,1
31.59,58.0,A,1095.36,Yes,3,2.59,0
25.54,93.0,B,793.35,No,3,22.37,0
30.9,93.0,B,716.32,Yes,6,10.56,1
24.26,58.0,B,907.54,No,3,1.02,0
34.31,59.0,C,513.08,Yes,5,17.68,0
30.49,59.0,C,1431.75,No,5,17.21,1
26.02,43.0,A,822.28,Yes,8,81.88,0
25.95,23.0,C,778.66,No,7,1.61,0
25.52,9.0,B,1162.38,Yes,4,2.21,1
